,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop
1009,6,0.01,0.6,0.19,0.66,0.53,0.18,0.38,0.57,0.31,0.05,0.03,1.0,0.7,1.0,0.23,0.56,0.05,0.06,0.17,0.64,0.49,0.52,0.39,0.2,0.28,0.52,0.0,0.07,0.17,0.19,0.62,0.09,1.0,0.15,0.31,0.21,0.6,0.39,0.48,0.49,0.46,0.62,0.78,0.79,0.87,0.8,0.86,0.89,0.0,0.19,0.02,0.61,0.81,0.86,0.9,0.78,0.9,0.88,0.84,0.62,0.28,0.36,0.36,0.66,0.65,0.64,0.56,0.23,0.27,0.5,0.02,0.78,0.57,0.18,0.12,0.77,0.09,0.17,0.44,0.43,0.39,0.74,0.66,0.73,0.67,0.38,0.7,0.21,0.01,0.0,0.54,0.22,0.19,0.28,0.2,0.01,0.32,0.18,0.0,0.05
1010,6,0.01,0.52,0.04,0.84,0.33,0.11,0.24,0.42,0.12,0.0,0.0,0.0,0.78,1.0,0.55,0.62,0.0,0.01,0.08,0.71,0.6,0.61,0.41,0.18,0.35,0.56,0.0,0.05,0.06,0.06,0.77,0.07,0.95,0.34,0.26,0.12,0.78,0.34,0.15,0.41,0.39,0.5,0.88,0.9,0.93,0.72,0.55,0.58,0.0,0.07,0.01,0.38,0.44,0.53,0.65,0.2,0.2,0.22,0.25,0.79,0.09,0.12,0.15,0.58,0.6,0.45,0.76,0.11,0.26,0.5,0.02,0.75,0.73,0.06,0.54,0.96,0.04,0.18,0.27,0.26,0.26,0.48,0.5,0.61,0.52,0.2,0.58,0.42,0.0,0.0,0.22,0.44,0.15,0.25,0.39,0.04,0.1,0.04,0.0,0.02
1011,6,0.04,0.84,0.08,0.3,0.1,1.0,0.55,0.66,0.45,0.24,0.06,1.0,0.24,0.61,0.39,0.2,0.33,0.55,0.33,0.19,0.14,0.2,0.16,0.17,0.24,0.23,0.07,0.56,1.0,0.86,0.13,0.66,0.44,0.04,0.27,0.38,0.16,0.45,0.53,0.59,0.54,0.96,0.54,0.5,0.59,0.61,0.45,0.41,0.04,0.47,0.08,0.49,0.59,0.63,0.64,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.88,0.78,0.95,0.31,1.0,0.72,0.0,0.12,0.24,0.37,0.5,0.15,0.75,0.42,0.54,0.19,0.17,0.16,0.32,0.38,0.42,0.37,0.63,0.57,0.24,0.01,0.02,0.93,0.43,0.39,0.58,0.59,0.05,0.18,0.06,0.0,0.39
1012,6,0.03,0.44,0.33,0.59,0.13,0.22,0.7,0.8,0.72,0.39,0.05,1.0,0.24,0.51,0.0,0.41,0.5,0.49,0.44,0.26,0.27,0.3,0.26,0.15,0.22,0.29,0.03,0.4,0.38,0.42,0.28,0.52,0.52,0.4,0.61,0.35,0.3,0.58,0.84,0.64,0.63,0.4,0.28,0.29,0.33,0.22,0.51,0.46,0.03,0.57,0.01,0.38,0.43,0.43,0.44,0.17,0.18,0.16,0.15,0.67,0.17,0.27,0.19,0.28,0.32,0.32,0.19,0.21,0.7,0.0,0.07,0.56,0.2,0.38,0.35,0.0,0.38,0.3,0.32,0.32,0.31,0.33,0.41,0.45,0.41,0.57,0.83,0.63,0.02,0.0,0.19,0.42,0.37,0.46,0.24,0.01,0.43,0.16,0.0,0.29
1013,6,0.01,0.56,0.02,0.95,0.15,0.01,0.48,0.33,0.27,0.48,0.02,1.0,0.85,0.6,0.41,0.86,0.49,0.1,0.55,0.83,0.83,0.82,0.58,0.0,0.43,1.0,0.0,0.04,0.07,0.07,0.85,0.17,0.53,0.28,0.71,0.05,0.85,0.05,0.28,0.15,0.11,0.49,0.93,0.95,0.94,0.81,0.51,0.44,0.0,0.0,0.01,0.29,0.36,0.41,0.39,0.14,0.15,0.16,0.14,0.83,0.07,0.12,0.15,0.56,0.54,0.37,0.96,0.01,0.1,0.5,0.01,0.91,0.95,0.0,0.52,0.4,0.0,0.05,0.53,0.55,0.62,0.29,0.59,0.91,0.75,0.7,0.34,0.44,0.0,0.0,0.2,0.58,0.83,0.79,0.66,0.02,0.14,0.01,0.0,0.02
1014,6,0.01,0.24,0.12,0.55,1.0,0.15,0.22,0.39,0.2,0.41,0.03,1.0,0.38,0.56,0.19,0.72,0.37,0.17,0.41,0.39,0.45,0.5,0.45,0.16,0.29,0.42,0.01,0.24,0.1,0.11,0.91,0.13,0.58,0.14,1.0,0.13,0.92,0.55,0.46,0.66,0.64,0.29,0.54,0.6,0.82,0.33,0.52,0.54,0.0,0.19,0.03,0.64,0.71,0.76,0.73,1.0,1.0,1.0,0.94,0.49,0.29,0.07,0.06,0.27,0.26,0.33,0.3,0.25,0.84,0.0,0.01,0.88,0.32,0.11,0.18,0.13,0.04,0.14,0.64,0.65,0.61,0.38,0.59,0.79,0.58,0.47,0.63,0.17,0.0,0.0,0.75,0.4,0.38,0.35,0.46,0.0,0.8,0.98,0.0,0.25
1015,6,0.05,0.3,0.44,0.64,0.05,0.01,0.35,0.43,0.28,0.58,0.06,1.0,0.25,0.57,0.16,0.41,0.6,0.27,0.44,0.28,0.32,0.38,0.21,0.19,0.22,0.39,0.03,0.25,0.4,0.51,0.3,0.17,0.56,0.79,0.35,0.64,0.33,0.57,0.34,0.58,0.6,0.33,0.5,0.5,0.58,0.47,0.69,0.77,0.03,0.32,0.0,0.11,0.25,0.27,0.28,0.01,0.02,0.02,0.02,0.95,0.03,0.12,0.12,0.32,0.32,0.34,0.54,0.08,0.55,0.5,0.06,0.77,0.54,0.09,0.42,0.44,0.29,0.18,0.11,0.12,0.14,0.16,0.21,0.23,0.25,0.38,0.35,0.35,0.01,0.0,0.03,0.78,0.64,0.75,0.74,0.06,0.16,0.01,0.0,0.23
1016,6,0.02,0.43,0.03,0.96,0.06,0.01,0.55,0.54,0.46,0.5,0.0,0.0,0.21,0.48,0.27,0.51,0.55,0.29,0.6,0.24,0.23,0.21,0.27,0.28,0.88,0.31,0.02,0.31,0.24,0.4,0.28,0.4,0.41,0.84,0.51,0.75,0.37,0.45,0.39,0.49,0.5,0.42,0.63,0.64,0.71,0.66,0.44,0.62,0.0,0.06,0.0,0.74,0.66,0.56,0.47,0.09,0.07,0.05,0.04,0.95,0.04,0.16,0.14,0.36,0.4,0.33,0.59,0.05,0.49,0.5,0.02,0.82,0.57,0.04,0.47,0.33,0.31,0.23,0.08,0.07,0.09,0.14,0.16,0.16,0.18,0.4,0.16,0.32,0.0,0.0,0.05,0.85,0.52,0.67,0.78,0.03,0.18,0.01,0.0,0.01
1017,6,0.06,0.58,0.02,0.83,0.34,0.28,0.41,0.44,0.27,0.32,0.08,1.0,0.57,0.67,0.29,0.52,0.34,0.25,0.41,0.55,0.46,0.46,0.4,0.3,0.36,0.5,0.02,0.12,0.15,0.27,0.35,0.23,0.6,0.44,0.4,0.26,0.5,0.43,0.37,0.49,0.48,0.59,0.75,0.74,0.81,0.68,0.44,0.48,0.01,0.13,0.04,0.27,0.31,0.39,0.42,0.24,0.24,0.27,0.27,0.69,0.15,0.35,0.35,0.62,0.62,0.54,0.71,0.26,0.32,0.5,0.03,0.9,0.7,0.04,0.27,0.48,0.06,0.08,0.6,0.62,0.67,0.66,0.65,0.8,0.66,0.58,0.64,0.22,0.0,0.0,0.37,0.53,0.59,0.87,0.84,0.05,0.2,0.08,0.0,0.12
1018,6,0.17,0.32,0.07,0.57,1.0,0.24,0.24,0.52,0.27,0.33,0.19,1.0,0.57,0.76,0.23,0.65,0.29,0.21,0.39,0.58,0.59,0.64,0.47,0.27,0.42,0.49,0.05,0.11,0.16,0.2,0.6,0.21,0.73,0.96,0.23,0.23,0.69,0.59,0.57,0.64,0.63,0.4,0.63,0.64,0.78,0.6,0.56,0.56,0.04,0.19,0.18,0.45,0.54,0.6,0.65,0.72,0.75,0.76,0.75,0.53,0.29,0.27,0.22,0.36,0.4,0.36,0.37,0.39,0.67,0.0,0.13,0.82,0.36,0.02,0.08,0.58,0.05,0.17,0.87,0.92,0.9,0.8,0.74,0.88,0.73,0.43,0.54,0.11,0.0,0.0,0.67,0.35,0.42,0.54,0.52,0.06,0.45,0.14,0.36,0.1
1019,6,0.03,0.33,0.08,0.91,0.13,0.01,0.27,0.38,0.23,0.39,0.04,0.93,0.82,0.78,0.46,0.91,0.32,0.05,0.43,0.91,1.0,1.0,0.41,0.19,0.62,1.0,0.0,0.03,0.05,0.06,0.97,0.08,0.68,0.43,0.54,0.05,0.91,0.29,0.4,0.36,0.35,0.38,0.83,0.87,0.93,0.75,0.27,0.26,0.0,0.05,0.01,0.56,0.46,0.43,0.45,0.22,0.16,0.14,0.13,0.91,0.04,0.12,0.11,0.37,0.42,0.18,0.78,0.02,0.33,0.5,0.02,0.85,0.73,0.05,0.27,0.56,0.01,0.12,0.57,0.62,0.64,0.7,0.65,0.77,0.66,0.44,0.41,0.39,0.0,0.0,0.16,0.54,0.59,0.36,0.49,0.06,0.12,0.57,0.0,0.04
1020,6,0.04,0.55,0.65,0.45,0.12,0.04,0.49,0.5,0.32,0.4,0.0,0.0,0.11,0.35,0.19,0.24,0.51,0.7,0.35,0.11,0.12,0.18,0.13,0.17,0.11,0.36,0.08,0.76,0.82,0.76,0.14,0.91,0.24,0.31,0.29,0.64,0.23,0.53,0.42,0.55,0.57,0.65,0.42,0.4,0.4,0.33,0.49,0.43,0.05,0.57,0.0,0.24,0.18,0.22,0.75,0.04,0.03,0.03,0.09,0.64,0.11,0.48,0.45,0.58,0.54,0.63,0.5,0.37,0.57,0.0,0.07,0.57,0.53,0.39,0.68,0.48,0.62,0.58,0.06,0.06,0.07,0.04,0.09,0.1,0.12,0.54,0.34,0.44,0.0,0.0,0.07,0.95,0.69,0.89,0.9,0.03,0.26,0.02,0.0,0.14
1021,6,0.0,0.4,0.01,0.81,0.24,0.28,0.51,0.71,0.53,0.34,0.02,1.0,0.16,0.53,0.14,0.31,0.46,0.47,0.51,0.15,0.15,0.15,0.39,0.07,0.16,0.25,0.02,0.55,0.29,0.45,0.2,0.45,0.55,0.4,0.23,0.59,0.2,0.75,0.44,0.68,0.74,0.52,0.38,0.45,0.43,0.41,0.5,0.45,0.01,0.21,0.01,0.45,0.53,0.7,0.75,0.24,0.26,0.31,0.3,0.76,0.22,0.43,0.36,0.44,0.54,0.42,0.26,0.35,0.76,0.0,0.02,0.73,0.25,0.29,0.19,0.63,0.45,0.49,0.11,0.1,0.08,0.23,0.2,0.19,0.19,0.32,0.49,0.37,0.0,0.01,0.23,0.69,0.36,0.67,0.62,0.01,0.29,0.21,0.0,0.2
1022,6,0.08,0.49,0.03,0.84,0.28,0.18,0.39,0.49,0.28,0.2,0.09,1.0,0.62,0.78,0.23,0.58,0.24,0.21,0.45,0.58,0.49,0.49,0.35,0.29,0.38,0.42,0.03,0.12,0.1,0.18,0.44,0.22,0.75,0.32,0.54,0.26,0.5,0.51,0.37,0.56,0.55,0.5,0.71,0.72,0.72,0.64,0.54,0.57,0.01,0.12,0.02,0.41,0.46,0.46,0.48,0.19,0.19,0.17,0.16,0.85,0.09,0.22,0.22,0.54,0.54,0.5,0.62,0.16,0.33,0.5,0.04,0.87,0.61,0.09,0.13,0.65,0.04,0.06,0.59,0.57,0.55,0.69,0.68,0.8,0.7,0.58,0.75,0.24,0.02,0.0,0.19,0.56,0.45,0.62,0.73,0.05,0.24,0.09,0.0,0.13
1023,6,0.0,0.49,0.0,0.96,0.11,0.01,0.37,0.47,0.24,0.43,0.02,1.0,0.32,0.52,0.3,0.67,0.56,0.27,0.52,0.32,0.23,0.23,0.07,0.14,0.06,0.19,0.01,0.19,0.4,0.37,0.15,0.29,0.55,0.8,0.26,0.7,0.22,0.33,0.34,0.24,0.29,0.58,0.76,0.82,0.74,0.67,0.64,0.67,0.0,0.1,0.0,0.48,0.44,0.72,0.61,0.04,0.03,0.05,0.04,0.96,0.06,0.28,0.27,0.52,0.59,0.34,0.71,0.09,0.4,0.5,0.0,0.95,0.66,0.0,0.46,0.31,0.1,0.14,0.1,0.09,0.08,0.19,0.21,0.2,0.2,0.28,0.21,0.43,0.0,0.0,0.03,0.99,0.75,0.89,0.93,0.01,0.21,0.05,0.0,0.03
1024,6,0.0,0.65,0.0,0.96,0.02,0.09,0.5,0.49,0.23,0.15,0.0,0.0,0.32,0.75,0.34,0.41,0.24,0.27,0.14,0.31,0.26,0.25,0.0,0.14,0.12,0.3,0.01,0.23,0.15,0.22,0.25,0.27,0.7,0.07,0.49,0.35,0.32,0.59,0.33,0.57,0.6,0.76,0.71,0.77,0.79,0.79,0.77,0.81,0.0,0.06,0.0,1.0,1.0,0.95,0.85,0.15,0.13,0.11,0.09,0.9,0.08,0.55,0.51,0.66,0.71,0.52,0.63,0.2,0.47,0.5,0.04,0.18,0.6,0.13,0.74,0.88,0.25,0.0,0.09,0.09,0.09,0.15,0.17,0.19,0.2,0.22,0.41,0.25,0.01,0.0,0.06,0.22,0.26,0.4,0.25,0.03,0.09,0.11,0.0,0.11
1025,6,0.02,0.4,0.84,0.33,0.02,0.01,0.56,0.58,0.48,0.54,0.0,0.0,0.12,0.37,0.19,0.24,0.64,0.54,0.46,0.14,0.15,0.25,0.15,0.32,0.17,0.27,0.04,0.61,0.66,0.76,0.21,0.5,0.34,0.84,0.3,0.86,0.25,0.64,0.54,0.56,0.62,0.44,0.22,0.19,0.13,0.26,0.71,0.65,0.04,0.79,0.0,0.21,0.38,0.45,0.46,0.02,0.03,0.03,0.03,0.96,0.03,0.27,0.23,0.34,0.27,0.45,0.3,0.22,0.65,0.0,0.04,0.68,0.36,0.88,0.67,0.4,0.93,0.32,0.07,0.06,0.06,0.06,0.1,0.11,0.13,0.42,0.2,0.36,0.01,0.01,0.03,0.87,0.53,0.71,0.78,0.03,0.14,0.01,0.0,1.0
1026,6,0.01,0.44,0.02,0.98,0.04,0.01,0.39,0.48,0.26,0.3,0.0,0.0,0.41,0.69,0.5,0.52,0.34,0.17,0.33,0.46,0.42,0.4,0.44,0.08,0.48,0.64,0.01,0.19,0.23,0.31,0.47,0.12,0.68,0.44,0.33,0.3,0.49,0.5,0.25,0.53,0.53,0.47,0.74,0.78,0.75,0.75,0.68,0.61,0.0,0.12,0.0,0.81,0.65,0.53,0.51,0.08,0.05,0.04,0.04,0.98,0.04,0.11,0.12,0.47,0.58,0.29,0.63,0.05,0.47,0.5,0.02,0.74,0.57,0.02,0.31,0.75,0.3,0.18,0.15,0.21,0.25,0.28,0.33,0.34,0.35,0.37,0.37,0.35,0.01,0.0,0.04,0.68,0.37,0.37,0.61,0.02,0.17,0.0,0.0,0.28
1027,6,0.0,0.66,0.01,0.98,0.05,0.01,0.36,0.36,0.24,0.24,0.02,0.91,0.9,0.83,0.12,0.84,0.29,0.05,0.4,0.88,0.72,0.68,1.0,0.0,1.0,0.18,0.0,0.03,0.06,0.09,0.81,0.22,0.69,0.4,0.57,0.13,0.76,0.14,0.4,0.22,0.19,0.65,0.94,0.96,0.93,0.83,0.51,0.47,0.0,0.08,0.0,0.14,0.13,0.3,0.31,0.05,0.04,0.08,0.08,0.9,0.02,0.21,0.23,0.68,0.74,0.25,0.88,0.03,0.19,0.5,0.0,0.95,0.82,0.0,0.25,0.56,0.0,0.0,0.67,0.65,0.66,0.46,0.59,0.7,0.58,0.45,0.47,0.22,0.0,0.0,0.15,0.66,0.82,0.77,0.81,0.04,0.06,0.29,0.0,0.01
1028,6,0.09,0.45,0.19,0.78,0.25,0.02,0.94,0.98,1.0,0.24,0.11,1.0,0.17,0.67,0.59,0.53,0.26,0.22,0.27,0.31,0.25,0.27,0.18,0.2,0.18,0.35,0.12,0.59,0.17,0.2,0.74,0.28,0.48,0.11,1.0,0.2,0.6,0.35,0.92,0.38,0.38,0.35,0.54,0.57,0.68,0.34,0.7,0.69,0.04,0.46,0.03,0.96,0.97,0.89,0.86,0.41,0.36,0.3,0.27,0.87,0.1,0.14,0.1,0.27,0.39,0.24,0.33,0.11,0.61,0.0,0.09,0.76,0.3,0.22,0.32,0.63,0.23,0.09,0.14,0.14,0.16,0.2,0.22,0.24,0.23,0.65,0.24,0.25,0.03,0.01,0.18,0.6,0.13,0.15,0.45,0.13,0.13,0.07,0.0,0.24
